county,population,fall_2020_cases,fall_2021_cases,spring_2020_cases,spring_2021_cases,summer_2020_cases,summer_2021_cases,winter_2020_cases,winter_2021_cases,fall_2020_doses_administered,fall_2021_doses_administered,spring_2021_doses_administered,summer_2020_doses_administered,summer_2021_doses_administered,winter_2020_doses_administered,winter_2021_doses_administered,fall_2020_pfizer_doses,fall_2021_pfizer_doses,spring_2021_pfizer_doses,summer_2020_pfizer_doses,summer_2021_pfizer_doses,winter_2020_pfizer_doses,winter_2021_pfizer_doses,fall_2020_moderna_doses,fall_2021_moderna_doses,spring_2021_moderna_doses,summer_2020_moderna_doses,summer_2021_moderna_doses,winter_2020_moderna_doses,winter_2021_moderna_doses,fall_2020_jj_doses,fall_2021_jj_doses,spring_2021_jj_doses,summer_2020_jj_doses,summer_2021_jj_doses,winter_2020_jj_doses,winter_2021_jj_doses,fall_2020_partially_vaccinated,fall_2021_partially_vaccinated,spring_2021_partially_vaccinated,summer_2020_partially_vaccinated,summer_2021_partially_vaccinated,winter_2020_partially_vaccinated,winter_2021_partially_vaccinated,fall_2020_at_least_one_dose,fall_2021_at_least_one_dose,spring_2021_at_least_one_dose,summer_2020_at_least_one_dose,summer_2021_at_least_one_dose,winter_2020_at_least_one_dose,winter_2021_at_least_one_dose,fall_2020_fully_vaccinated,fall_2021_fully_vaccinated,spring_2021_fully_vaccinated,summer_2020_fully_vaccinated,summer_2021_fully_vaccinated,winter_2020_fully_vaccinated,winter_2021_fully_vaccinated,fall_2020_partially_vaccinated_percent,fall_2021_partially_vaccinated_percent,spring_2021_partially_vaccinated_percent,summer_2020_partially_vaccinated_percent,summer_2021_partially_vaccinated_percent,winter_2020_partially_vaccinated_percent,winter_2021_partially_vaccinated_percent,fall_2020_at_least_one_dose_percent,fall_2021_at_least_one_dose_percent,spring_2021_at_least_one_dose_percent,summer_2020_at_least_one_dose_percent,summer_2021_at_least_one_dose_percent,winter_2020_at_least_one_dose_percent,winter_2021_at_least_one_dose_percent,fall_2020_fully_vaccinated_percent,fall_2021_fully_vaccinated_percent,spring_2021_fully_vaccinated_percent,summer_2020_fully_vaccinated_percent,summer_2021_fully_vaccinated_percent,winter_2020_fully_vaccinated_percent,winter_2021_fully_vaccinated_percent,spring_2020_Unemployment_Rate,spring_2021_Unemployment_Rate,summer_2020_Unemployment_Rate,summer_2021_Unemployment_Rate,fall_2020_Unemployment_Rate,fall_2021_Unemployment_Rate,winter_2020_Unemployment_Rate,winter_2021_Unemployment_Rate,democrat_votes_percent,green_votes_percent,republican_votes_percent,libertarian_votes_percent,other_votes_percent
Marin,260800,1218,349,2816,563,3734,2514,2205,3392,2,50120,168805,9,35929,5178,205949,1,32194,117482,9,26133,3179,118382,0,17207,43161,0,7935,1997,84403,1,718,8155,0,1857,1,3158,1,7510,64280,5,10368,5158,120995,2,7918,72383,5,12174,5162,124181,1,3462,104013,4,12518,11,84577,7.68E-06,0.066228702,0.181951248,1.15E-05,0.053254961,0.019796769,0.19512092,2.69E-05,0.852206151,0.775016808,1.92E-05,0.821786819,0.019858238,0.496936169,1.92E-05,0.785977449,0.724585566,1.54E-05,0.772677155,6.15E-05,0.324988955,0.109863673,0.045489591,0.090557276,0.04535316,0.059541985,0.035847647,0.02467344,0.052366652,0.823256112,0.004646089,0.157941346,0.009856895,0.004299557
Mariposa,17795,74,186,19,47,44,529,123,119,3,1796,5327,0,1795,265,7402,3,417,1368,0,1059,185,926,0,1304,3729,0,633,80,6196,0,75,229,0,103,0,275,2,677,2421,0,894,263,4636,2,732,2651,0,993,265,4927,1,414,2843,0,753,5,2702,0.000114025,0.162656784,0.169327252,0,0.145267959,0.014880274,0.155644242,0.000114025,0.545610034,0.447263398,0,0.503876853,0.015222349,0.296123147,5.70E-05,0.383010262,0.316476625,0,0.35940707,0.000342075,0.154389966,0.190140845,0.080763583,0.112771739,0.066666667,0.087267525,0.056921087,0.060402685,0.110581883,0.39766537,0.003793774,0.578793774,0.015077821,0.004669261
Mendocino,88439,711,389,78,448,846,2623,933,1162,0,13984,31636,1,16366,1458,59097,0,7723,19304,0,10675,899,29446,0,5954,10341,1,5108,559,28512,0,307,1991,0,583,0,1137,0,1847,13045,1,7405,1330,32754,0,2001,15025,1,8004,1335,33921,0,2168,18446,0,6783,7,26201,1.14E-05,0.07763492,0.107604493,1.14E-05,0.087586649,0.015202123,0.193418133,1.14E-05,0.689609023,0.575164146,1.14E-05,0.666720048,0.015282194,0.403296653,0,0.613175173,0.510786758,0,0.588375924,8.01E-05,0.299787239,0.136338342,0.064794216,0.108843537,0.063007031,0.077837838,0.051406926,0.048742138,0.075554178,0.664097831,0.009090909,0.306114444,0.013636364,0.007060452
Merced,287420,3718,1817,1629,1428,7185,7801,7428,9611,2,24688,94997,5,52212,1736,104644,0,17068,54456,5,38704,1396,59522,2,7188,35278,0,12374,335,40893,0,430,5046,0,1107,2,3796,2,7444,38626,3,26453,1531,64107,2,7771,43673,3,27557,1537,67990,0,7175,53806,2,22855,20,38134,1.11E-05,0.098637926,0.115889622,1.11E-05,0.100581622,0.005648983,0.123062343,1.86E-05,0.552013379,0.42071913,1.11E-05,0.523132955,0.005730744,0.258411224,7.43E-06,0.453375453,0.341770882,7.43E-06,0.426710025,8.18E-05,0.14180433,0.156794425,0.108867428,0.13898917,0.102389078,0.09671848,0.082840237,0.101883562,0.116135221,0.541014201,0.004284736,0.435066369,0.01039159,0.009243104
Modoc,9475,104,40,1,60,28,56,138,85,0,987,1430,0,1070,137,3960,0,221,278,0,431,122,310,0,701,1014,0,550,15,3427,0,65,130,0,89,0,220,0,111,511,0,450,136,2074,0,151,637,0,539,137,2296,0,183,906,0,527,1,1881,0,0.033564556,0.052025062,0,0.036697248,0.015215932,0.125307675,0,0.420675766,0.343477288,0,0.403781607,0.015327814,0.272208548,0,0.391362721,0.311926606,0,0.370888342,0.000111882,0.210561647,0.102484472,0.073170732,0.07788162,0.061046512,0.060240964,0.050147493,0.096774194,0.094093407,0.264793921,0.003453834,0.71586461,0.008979968,0.006907668
Mono,13961,413,119,17,28,120,285,326,319,0,2024,4987,0,1684,391,10348,0,1509,1832,0,1121,275,6585,0,484,2914,0,512,116,3643,0,29,220,0,46,0,87,0,334,1410,0,681,390,6140,0,355,1634,0,726,391,6228,0,218,3543,0,605,1,4152,0,0.057570199,0.174333286,0,0.053407648,0.027515169,0.210949626,0,0.658529702,0.582263299,0,0.633483844,0.02758572,0.466981798,0,0.601030055,0.542965994,0,0.585649781,7.06E-05,0.29300127,0.265602322,0.074123989,0.137376238,0.068322981,0.099611902,0.054631829,0.036625971,0.084658018,0.595577323,0.006233304,0.372959335,0.018699911,0.006530128
Monterey,448732,6562,541,1982,767,7933,3554,13287,12339,3,57042,259319,1,81218,5552,198690,0,32712,128716,0,54842,3448,82815,3,23228,117206,1,23870,2103,108235,0,1027,13234,0,2449,0,7260,3,11670,101248,1,36837,5542,127826,3,12343,114426,1,39235,5544,135146,0,11481,156779,0,37533,3,70187,9.23E-06,0.070900621,0.17155342,2.31E-06,0.076230575,0.012799738,0.162747108,9.23E-06,0.707962845,0.588903354,2.31E-06,0.679471021,0.012806663,0.324769397,0,0.637062224,0.523921313,0,0.610560188,6.93E-06,0.162022289,0.148336414,0.085966543,0.103967168,0.068648885,0.074438202,0.056787933,0.101096805,0.112916462,0.695161753,0.004569218,0.282443586,0.011102774,0.006722669
Napa,139652,1864,309,401,595,1291,2248,2734,3059,3,22465,78268,2,22110,3608,96546,1,13572,44703,2,16488,3011,44306,1,8474,30014,0,4785,597,50728,1,418,3547,0,837,0,1506,2,3309,30935,1,8582,3651,57145,3,3498,34469,1,9366,3653,58667,1,2378,47046,1,9147,3,39250,1.42E-05,0.08418843,0.163922294,7.12E-06,0.08523447,0.025987334,0.170134491,2.85E-05,0.780310254,0.688771081,7.12E-06,0.755418772,0.026022913,0.443492493,1.42E-05,0.696121825,0.614110866,7.12E-06,0.679200171,3.56E-05,0.279335373,0.1522694,0.061946903,0.106321839,0.057342657,0.074020319,0.04628331,0.036879433,0.07970613,0.69046431,0.004296604,0.286569647,0.012668053,0.006001386
Nevada,98710,1103,432,117,626,400,3270,1248,1420,0,13848,45237,2,14262,1088,55866,0,8185,25482,2,9318,867,27815,0,5398,18263,0,4103,221,26915,0,265,1461,0,826,0,1135,0,2070,17805,1,5898,1084,33676,0,2256,19261,1,6718,1086,34820,0,2055,27182,1,6155,2,22060,0,0.067482743,0.152938683,1.01E-05,0.074223953,0.010939329,0.140465426,1.01E-05,0.647297461,0.556735155,1.01E-05,0.624530739,0.010969604,0.362360231,1.01E-05,0.579814718,0.496962419,1.01E-05,0.559076414,3.03E-05,0.222651677,0.130708661,0.058370044,0.10028096,0.057737211,0.06779661,0.046511628,0.037318023,0.065151296,0.561528958,0.005328185,0.41357529,0.01419305,0.005374517
Orange,3228519,31897,5462,19567,5534,31802,37859,88715,73984,121,444207,1906609,123,571130,44254,1630212,59,268488,1130783,102,423281,37885,833818,21,165257,699000,21,129367,6323,761143,41,10436,76625,0,18385,41,34468,46,77415,751902,82,235894,44041,1021987,87,83287,828068,82,254031,44122,1057182,75,69121,1145751,41,257639,162,602604,1.74E-05,0.060510426,0.163107242,1.52E-05,0.065488964,0.013909756,0.157573427,5.34E-05,0.71641233,0.609807211,2.59E-05,0.690090519,0.013997615,0.348106714,3.67E-05,0.655901905,0.552633508,1.30E-05,0.63405708,8.79E-05,0.190533288,0.143962239,0.061499414,0.123227352,0.062578616,0.081998842,0.050442478,0.029395314,0.070224629,0.53478881,0.003822975,0.444446634,0.011382204,0.005559377
Placer,400434,4667,1746,820,2273,2727,10087,7062,6034,9,59014,184264,20,68779,6889,218086,7,36961,112141,16,50269,5778,113672,2,20876,65310,4,15340,1110,101088,0,1176,6807,0,3170,1,3322,3,9012,74705,12,27474,6869,127016,4,9798,81487,12,30602,6873,130375,6,8385,109192,8,30434,11,90606,7.89E-06,0.053960119,0.126079715,2.10E-05,0.061192864,0.018059498,0.129371154,4.21E-05,0.681838154,0.575543903,3.16E-05,0.656059167,0.018125275,0.361147873,3.68E-05,0.627878035,0.525743468,2.10E-05,0.605816716,6.58E-05,0.238454313,0.124103696,0.051884216,0.093817787,0.053390283,0.062801932,0.042826552,0.033386328,0.058198086,0.454599207,0.003313709,0.521039288,0.016793997,0.004253799
Plumas,18997,197,320,8,51,39,577,243,179,0,2263,6666,0,2125,273,9614,0,543,891,0,1265,228,660,0,1598,5184,0,634,45,8505,0,119,572,0,225,0,432,0,319,1839,0,943,273,5978,0,363,2396,0,1164,273,6408,0,338,4733,0,1033,0,3598,0,0.048505268,0.155248944,0,0.051874432,0.014599711,0.179314402,0,0.567089149,0.485427028,0,0.547676346,0.014599711,0.357291834,0,0.518851275,0.445531847,0,0.500775443,0,0.192416707,0.136363636,0.096598639,0.100381194,0.077395577,0.074705111,0.066332916,0.107962213,0.121749138,0.405062167,0.003463588,0.572380107,0.013587922,0.005506217
Riverside,2468145,40606,8218,19588,6248,35825,51159,100370,85098,25,270783,1074530,56,484925,22462,1009080,13,172750,650931,18,368177,18255,509036,8,90562,385141,38,103566,4202,476016,4,7411,38063,0,13024,2,23670,12,56414,455123,34,219522,22371,611549,16,60850,493226,35,232449,22392,636026,13,62394,614838,22,223225,71,394611,6.71E-06,0.063198038,0.133597898,7.97E-06,0.074783303,0.009372354,0.110667373,2.14E-05,0.60630323,0.483238269,1.47E-05,0.580771254,0.00941683,0.276286186,1.47E-05,0.543440443,0.423597923,9.23E-06,0.517260623,4.45E-05,0.165618814,0.156958077,0.074863388,0.131731117,0.078764685,0.093309545,0.065835501,0.042604502,0.082866063,0.529846885,0.003381617,0.450425009,0.009998436,0.006348054
Sacramento,1567975,18357,5924,3420,9575,18593,38259,28163,29059,61,210284,803615,166,292234,20840,715492,45,134805,469023,110,210584,16770,365746,15,70753,306273,56,70653,4058,335664,1,4717,28230,0,10955,11,14033,24,39350,333715,103,125608,20690,434222,25,42352,361757,103,136413,20719,448316,37,37721,467083,63,136147,67,279417,2.58E-05,0.059038836,0.126508007,4.37E-05,0.066134092,0.013695156,0.128268245,8.48E-05,0.668655378,0.550269764,6.82E-05,0.640608123,0.01380575,0.310699241,6.62E-05,0.609616542,0.494473925,4.17E-05,0.584636128,0.000110594,0.185152147,0.143473881,0.071020292,0.120679966,0.073024295,0.088017855,0.060499719,0.039662447,0.078970491,0.613562719,0.004529258,0.361067034,0.013598909,0.00724208
San Benito,64022,713,264,246,248,1056,895,1913,1880,0,8233,37205,0,12252,749,26482,0,4482,24681,0,8796,618,9822,0,3586,10629,0,2984,130,15573,0,162,1848,0,469,0,1042,0,1699,15751,0,5595,749,16270,0,1808,17583,0,6055,749,17256,0,1833,21036,0,5906,0,10107,0,0.07694897,0.155042413,0,0.088242224,0.012606032,0.142991787,0,0.731301333,0.598963242,0,0.700871819,0.012606032,0.303032853,0,0.654402854,0.524151744,0,0.623552578,0,0.170105695,0.149206349,0.077419355,0.111464968,0.072327044,0.080128205,0.060126582,0.061919505,0.088301074,0.61144641,0.003156434,0.367325702,0.011966701,0.006104752
San Bernardino,2217398,51941,7622,16846,5783,36158,44365,108261,72175,20,224349,938498,19,421309,26715,769954,6,151759,572289,6,321950,19484,409287,10,66137,328378,13,87862,7225,343668,4,6442,37754,0,11455,2,16920,9,52122,405230,13,196897,26672,463475,13,56448,442795,13,208192,26685,480483,11,59417,530191,6,200728,31,304826,4.68E-06,0.057040956,0.11535333,3.75E-06,0.067551336,0.012486109,0.094745138,1.22E-05,0.56880285,0.444873661,6.09E-06,0.542368619,0.012508587,0.237515647,7.96E-06,0.51287971,0.391055501,2.81E-06,0.485055116,2.25E-05,0.142770509,0.14073837,0.076093718,0.12686722,0.079468182,0.094372206,0.066108103,0.039464267,0.083514397,0.54196022,0.004302545,0.435434475,0.010451417,0.007851343
San Diego,3370418,41281,10531,12863,12113,31169,69251,86171,93936,244,432564,2048980,494,622185,54000,1765572,82,270076,1183369,174,455003,39470,828179,99,150048,750209,320,140044,14405,909829,63,12436,115388,0,27124,124,27554,64,131134,866266,282,275179,53170,1027345,126,145584,1009891,285,313478,53334,1082254,176,78354,1164618,201,288801,705,719150,2.45E-05,0.106861897,0.166596071,5.30E-05,0.089913114,0.015944796,0.125881932,0.000124439,0.788702305,0.649711929,8.63E-05,0.744623782,0.016272394,0.343946848,0.000114144,0.681840408,0.570676749,6.09E-05,0.658117138,0.000327598,0.218064916,0.155586518,0.066662267,0.123485737,0.068784781,0.084057595,0.05610217,0.034240061,0.076037457,0.602099813,0.004631921,0.374557078,0.013348372,0.005362817
San Francisco,892280,5160,1293,2133,1885,7376,11936,8361,10219,19,158265,630999,36,116186,13606,581518,11,112026,412888,27,89714,9902,358782,6,43930,181458,9,20824,3694,209010,2,2304,36522,0,5601,9,13646,7,23339,245869,22,40097,13557,348382,9,24746,282289,23,45365,13584,362090,12,12289,383141,13,46416,43,232149,1.15E-05,0.062115249,0.191714442,1.84E-05,0.051855998,0.015571626,0.176939327,3.68E-05,0.836861124,0.756277843,2.64E-05,0.808418885,0.015649783,0.431824138,2.87E-05,0.774745875,0.707272276,1.49E-05,0.760621302,7.82E-05,0.266902593,0.127709965,0.053353094,0.110086768,0.052387741,0.07559513,0.041338583,0.023592216,0.059282479,0.852561024,0.006269826,0.127193368,0.007437668,0.006538114
San Joaquin,782545,8156,3135,4996,4334,14885,19693,20464,20367,4,78188,362867,15,149114,8602,302810,3,49872,214798,10,108997,7323,151948,1,27022,131023,5,36855,1279,145225,0,1294,17031,0,3258,0,5616,4,19981,157095,7,72054,8030,181547,4,20976,174045,8,75379,8043,187224,0,19207,201701,8,68001,91,114769,5.46E-06,0.084541089,0.119375263,5.46E-06,0.089513693,0.010865706,0.111713547,1.64E-05,0.635989304,0.504394902,1.09E-05,0.607341863,0.011000912,0.26669735,1.09E-05,0.551448214,0.432346096,1.09E-05,0.525216741,0.000135207,0.156878063,0.158004779,0.08897014,0.138419783,0.090252708,0.101639344,0.074752327,0.067698846,0.097756234,0.556064752,0.003671738,0.417894893,0.010107633,0.012260983
San Luis Obispo,278862,3042,899,592,983,2922,6363,5461,8054,6,39918,140696,0,42965,5934,145328,2,22043,75484,0,28006,3705,69197,4,16967,58922,0,12923,2228,71512,0,903,6258,0,2028,0,4531,5,5320,55454,0,16686,5921,86989,5,5793,61671,0,18675,5925,91550,1,5195,84498,0,18278,10,57945,1.42E-05,0.062859072,0.156191931,0,0.067037359,0.021030005,0.140427422,1.78E-05,0.652392034,0.565458066,0,0.631809703,0.021069087,0.34634311,3.55E-06,0.589532963,0.506134196,0,0.571075305,3.91E-05,0.205915688,0.131147541,0.05529595,0.098634294,0.057383321,0.064516129,0.045801527,0.032514451,0.065489155,0.552925855,0.004971386,0.422229736,0.01507695,0.004796073
San Mateo,778001,5417,1052,2182,2012,6696,8141,11643,13265,17,144704,549070,36,109239,12962,479298,5,93695,361620,31,86264,10295,263419,2,48036,158346,5,18278,2646,207941,10,2965,28908,0,4639,19,7802,4,21599,228740,21,39449,12874,280526,14,23283,257672,21,44011,12909,288405,13,13477,318053,14,46173,53,197516,1.04E-05,0.066606174,0.182536377,2.09E-05,0.059420186,0.016795159,0.144830828,4.57E-05,0.817712991,0.729854361,2.74E-05,0.78731485,0.016899606,0.393439391,3.53E-05,0.751106817,0.673228146,1.83E-05,0.733511329,0.000104448,0.257980116,0.112444131,0.048417572,0.093793747,0.048105287,0.065642458,0.038233955,0.021881838,0.054510071,0.778878346,0.004261846,0.201960716,0.009496301,0.005402791
Santa Barbara,456373,2914,1216,3193,1203,5465,7353,7101,13687,3,58395,261279,5,73814,5413,213064,0,37466,167272,4,53592,4241,104222,1,19409,81362,1,17291,1170,100481,2,1507,12544,0,2903,0,8183,0,10460,105912,4,31539,5398,132025,3,11429,118419,4,34407,5401,140218,4,11253,154462,1,32802,12,80418,6.76E-06,0.06970104,0.194878509,9.01E-06,0.076808838,0.012149061,0.146913269,1.58E-05,0.698342265,0.595047077,9.01E-06,0.672586076,0.012187372,0.328180142,1.13E-05,0.628641225,0.529359667,2.25E-06,0.603281666,3.83E-05,0.181266874,0.123840445,0.05920444,0.095715588,0.057232988,0.066119471,0.046522132,0.046532847,0.074695593,0.648715427,0.004687055,0.32812383,0.012059559,0.006414128
Santa Clara,1967585,17521,3329,3221,5212,16579,20675,36603,37164,56,332557,1617332,125,278515,29440,995755,33,214504,1148874,118,213174,25068,516768,2,111235,396505,7,54517,4342,454066,21,6800,71709,0,10742,27,24791,21,59817,698437,71,104754,29263,587723,42,62904,770175,72,115352,29337,612592,35,31360,912398,55,126255,123,405458,1.25E-05,0.059718031,0.233205702,2.08E-05,0.049446468,0.015210696,0.122969514,5.93E-05,0.827423785,0.734688378,3.75E-05,0.794698783,0.015321507,0.334014671,4.68E-05,0.767705754,0.685708563,2.86E-05,0.751391114,0.000110811,0.211045157,0.11290002,0.049257154,0.093169533,0.049401926,0.064278705,0.039236686,0.026759356,0.054975936,0.726386762,0.004748801,0.25226479,0.010732996,0.00586665
Santa Cruz,273999,2715,527,341,495,2032,3044,5050,5478,2,33724,167591,5,39168,4420,162708,0,17767,94628,4,27837,3044,60958,1,15424,66755,1,9803,1373,99157,1,532,6194,0,1523,3,2576,1,4969,68850,3,15515,4401,96432,2,5291,75015,3,16991,4410,99028,1,4305,97945,2,17659,15,65907,7.31E-06,0.054448158,0.163421182,1.10E-05,0.058163023,0.01606122,0.137044546,1.83E-05,0.733256625,0.651865651,1.10E-05,0.71392983,0.01612697,0.377853268,1.10E-05,0.678808467,0.598579073,7.31E-06,0.663083301,6.57E-05,0.240808723,0.143183549,0.077220077,0.106161841,0.065779749,0.074380165,0.053651267,0.063707946,0.086108502,0.788790157,0.007332381,0.185981483,0.01176495,0.00613103
Shasta,177925,4629,1488,177,1277,1125,6327,2659,2668,57,20259,46986,300,26720,1714,71016,32,9490,21939,110,16345,1585,29021,25,9943,21857,190,8636,129,39195,0,823,3174,0,1732,0,2778,18,3501,18356,165,12260,1710,41821,18,3998,21496,165,13961,1713,44603,39,5188,28451,135,12395,4,29088,0.000167518,0.065644806,0.107395929,0.00079292,0.07423849,0.00959321,0.096228048,0.001021861,0.479962029,0.37968004,0.00092135,0.457637435,0.010587151,0.259647653,0.000971606,0.420470726,0.322288299,0.000753832,0.391501242,0.000993941,0.163419605,0.127272727,0.068965517,0.099861304,0.069425901,0.07277628,0.056,0.055706522,0.078698726,0.322823631,0.00395997,0.654137523,0.013741526,0.005337351
Sierra,3115,13,39,1,8,5,71,15,19,0,322,648,0,313,85,1955,0,83,79,0,213,31,68,0,233,535,0,77,54,1883,0,6,33,0,20,0,4,0,45,156,0,152,85,1104,0,51,190,0,172,85,1108,0,59,479,0,143,0,847,0,0.03003413,0.10443686,0,0.036177474,0.029010239,0.159726962,0,0.548122867,0.472013652,0,0.530716724,0.029010239,0.407167235,0,0.521501706,0.452559727,0,0.501365188,0,0.289078498,0.113821138,0.0625,0.087301587,0.050359712,0.060150376,0.042553191,0.06870229,0.078144078,0.378042465,0.006732263,0.591403418,0.013982393,0.009839461
Siskiyou,43956,567,129,29,397,128,1118,328,495,4,4721,12420,9,5819,581,19880,2,2001,6420,6,3396,456,6318,1,2606,5490,3,2193,124,13106,1,114,490,0,230,0,442,1,766,4579,5,2681,580,11898,2,834,5067,5,2911,580,12344,3,929,7757,4,2543,0,7939,4.59E-05,0.061093248,0.105190629,9.19E-05,0.067845659,0.013321084,0.119728985,0.000160772,0.499379881,0.413367019,0.000114837,0.48022508,0.013481856,0.296991272,0.000160772,0.440399633,0.360656867,9.19E-05,0.419062931,0.000160772,0.182498852,0.126283988,0.080120482,0.103044496,0.075547866,0.072748268,0.062645012,0.084955752,0.098372305,0.408699727,0.004942059,0.566206544,0.013548057,0.006603613
Solano,444255,4935,926,1558,2637,4563,9590,9514,9900,2,60253,220881,5,79880,8176,229908,1,38641,127015,5,59549,5415,112831,1,20443,84663,0,17701,2760,114111,0,1168,9194,0,2620,1,2940,1,10900,92498,3,34998,8154,141304,1,11666,101646,3,37589,8162,144256,1,11494,127660,2,36183,16,88151,2.28E-06,0.090794244,0.150247418,4.56E-06,0.100672702,0.018577976,0.153517433,9.12E-06,0.691681299,0.579362871,6.84E-06,0.665078786,0.018621303,0.347574852,6.84E-06,0.600887054,0.492167013,4.56E-06,0.574676761,4.33E-05,0.20105808,0.145299145,0.075414781,0.120868278,0.075943165,0.089931574,0.063178677,0.041666667,0.083492784,0.639406053,0.004653264,0.336637895,0.012021741,0.007281046
Sonoma,496668,5347,1186,1237,2012,6447,7702,7193,8532,3,77349,284678,6,83370,9179,323642,3,48117,172380,3,64205,6534,155390,0,27723,100890,3,15731,2645,160619,0,1501,11390,0,3430,0,7610,2,11841,113253,4,32522,9101,190342,2,12624,124516,4,35893,9109,197966,1,9482,170122,2,36655,26,132475,5.98E-06,0.062537277,0.160525177,3.99E-06,0.066034066,0.018124261,0.148937698,1.20E-05,0.75823082,0.661451736,7.98E-06,0.733049149,0.018182108,0.413073963,5.98E-06,0.695693543,0.603661954,3.99E-06,0.676779363,5.78E-05,0.264311803,0.13452728,0.057118858,0.100326264,0.055756117,0.068767908,0.044871795,0.03030303,0.067313551,0.745155916,0.005586675,0.230417752,0.012738664,0.006100992
Stanislaus,562303,6925,3213,3748,4072,12451,16293,13213,16039,5,55207,225524,13,110403,5129,220624,4,34987,137395,11,79620,4437,108850,1,19201,79472,2,27945,691,104476,0,1016,8553,0,2810,0,7179,4,14218,93076,10,54378,5031,134254,4,15104,101584,10,57152,5039,141427,1,16125,129875,3,49515,41,81361,1.85E-05,0.082082177,0.120064676,1.48E-05,0.089024497,0.009286094,0.121831779,2.60E-05,0.593954026,0.459973188,1.85E-05,0.565947402,0.009369536,0.271610844,7.42E-06,0.51348134,0.391768233,5.56E-06,0.483581525,8.34E-05,0.150947245,0.155462185,0.085617883,0.128844555,0.083805668,0.093762908,0.069416088,0.067719152,0.092328035,0.492389069,0.003451901,0.484499009,0.011602482,0.008057538
Sutter,105747,2268,441,212,528,1468,3328,2821,2337,2,10602,36676,1,20215,996,42453,1,5266,16177,0,12730,681,14504,1,5074,17755,1,6707,315,26958,0,262,2740,0,775,0,991,1,2219,14475,1,9573,990,25347,1,2403,17197,1,10344,990,26335,1,2978,21939,0,9665,3,16941,1.04E-05,0.065733478,0.104712533,1.04E-05,0.079355808,0.010305407,0.1155499,2.09E-05,0.597369409,0.464410881,1.04E-05,0.57230474,0.01034713,0.285036298,1.04E-05,0.537456192,0.405582443,0,0.506393942,4.17E-05,0.176746078,0.146929825,0.094594595,0.116883117,0.084745763,0.085903084,0.071428571,0.090707965,0.104119532,0.407255417,0.003189194,0.571592721,0.012217428,0.00574524
Tehama,65885,1269,652,102,344,543,2361,1353,1499,3,6027,17593,24,9176,409,20489,3,2160,8914,6,4873,345,4360,0,3628,7709,18,3846,64,15649,0,235,967,0,456,0,475,2,1316,6436,13,4557,406,12660,2,1475,7400,13,5011,406,13133,1,1613,11107,11,4273,1,7786,6.31E-05,0.043819923,0.098748678,0.000173575,0.048222429,0.006438073,0.090811544,0.000236694,0.432991968,0.330645543,0.000205135,0.409717072,0.006643208,0.213876572,0.000189355,0.391207612,0.298328941,0.000173575,0.365755132,0.000205135,0.123065028,0.123491553,0.073734556,0.103146157,0.07469691,0.073068095,0.058644326,0.064453879,0.080984633,0.310152797,0.003132505,0.666214194,0.014026661,0.006473844
Trinity,13354,193,48,5,15,26,260,100,48,0,1676,3859,2,1553,104,5053,0,426,954,0,920,97,413,0,1176,2557,2,452,6,4456,0,73,346,0,181,0,183,0,263,1459,1,707,103,2985,0,298,1803,1,887,103,3166,0,284,2388,1,778,0,2064,0,0.057767066,0.101772664,7.77E-05,0.057767066,0.008008086,0.135359975,7.77E-05,0.486549526,0.394417664,7.77E-05,0.463380501,0.008085834,0.254237288,7.77E-05,0.42878246,0.346213653,7.77E-05,0.406701913,7.77E-05,0.160550459,0.105022831,0.065462754,0.080260304,0.056367432,0.063180828,0.046413502,0.072234763,0.076667684,0.455504074,0.007988497,0.509346541,0.018693082,0.008467806
Tulare,484423,6325,3459,4271,1148,10995,12571,13182,12631,4,53524,151223,1,89484,3847,184239,1,35275,94458,1,65164,3554,96620,3,17314,50388,0,22330,292,83809,0,924,6364,0,1976,0,3791,3,13450,56241,1,44705,3846,116240,3,14088,62559,1,46634,3852,120013,1,15320,94326,0,40323,8,67606,6.51E-06,0.066498435,0.119161218,2.17E-06,0.07449232,0.00835438,0.132803593,8.69E-06,0.536726047,0.40485844,2.17E-06,0.506131685,0.008373925,0.269001492,2.17E-06,0.472518714,0.351680974,0,0.439248866,1.95E-05,0.146836867,0.16478666,0.109589041,0.149489796,0.110781405,0.111225013,0.093266833,0.113106796,0.115010522,0.450045954,0.003288287,0.528161487,0.010198455,0.008305817
Tuolumne,52351,992,538,48,161,182,2158,1796,948,2,6063,16268,1,7808,952,29190,1,2127,4266,0,3800,798,7121,1,3821,11382,1,3592,154,21813,0,115,619,0,416,0,254,2,1188,5421,1,3737,930,17013,2,1286,6046,1,4159,938,17304,0,956,10489,0,3209,16,11709,5.56E-05,0.062245049,0.113068308,1.85E-05,0.059834607,0.017151227,0.138952755,5.56E-05,0.551360973,0.450400504,1.85E-05,0.527516131,0.017447897,0.338296373,0,0.489115924,0.411889045,0,0.471389898,0.00029667,0.217403397,0.177312213,0.07550077,0.122156281,0.073815461,0.086673347,0.061306533,0.052348337,0.089218487,0.393909498,0.004768482,0.581721915,0.01443699,0.005163115
